案例,URL,關鍵字,標籤
臺灣高等法院 臺中分院 109 年度建上字第 26 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e5%bb%ba%e4%b8%8a%2c26%2c20210608%2c2.pdf,颱風,
臺灣高等法院 臺中分院 109 年度建上字第 34 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e5%bb%ba%e4%b8%8a%2c34%2c20210330%2c1.pdf,"地震, 戰爭, 水災, 豪雨, 颱風, 颱風, 天氣, 地質",
臺灣高等法院 臺中分院 109 年度建上字第 65 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e5%bb%ba%e4%b8%8a%2c65%2c20220406%2c2.pdf,疫情,
臺灣高等法院 臺中分院 109 年度建上字第 83 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e5%bb%ba%e4%b8%8a%2c83%2c20210727%2c1.pdf,地震,
臺灣高等法院 臺中分院 109 年度建上更一字第 17 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c17%2c20211013%2c1.pdf,"疫情, 豪雨, 颱風, 地質, 地形",
臺灣高等法院 臺中分院 109 年度建上更一字第 64 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c64%2c20211228%2c1.pdf,"颱風, 疫情, 豪雨",
臺灣高等法院 臺中分院 109 年度建上更二字第 12 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%ba%8c%2c12%2c20220209%2c1.pdf,"颱風, 疫情, 豪雨",
臺灣高等法院 臺中分院 109 年度重上字第 22 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e9%87%8d%e4%b8%8a%2c22%2c20220713%2c2.pdf,疫情,
臺灣高等法院 臺中分院 109 年度重上字第 55 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/109%2c%e9%87%8d%e4%b8%8a%2c55%2c20211026%2c1.pdf,疫情,
臺灣高等法院 臺中分院 110 年度建上更一字第 13 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/110%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c13%2c20220510%2c1.pdf,"地質, 疫情, 地形",
臺灣高等法院 臺中分院 111 年度建上字第 17 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/111%2c%e5%bb%ba%e4%b8%8a%2c17%2c20220823%2c1.pdf,疫情,
臺灣高等法院 臺中分院 111 年度建上字第 18 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/111%2c%e5%bb%ba%e4%b8%8a%2c18%2c20230711%2c1.pdf,"颱風, 風災, 風災, 颱風, 豪雨",
臺灣高等法院 臺中分院 111 年度建上字第 64 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/111%2c%e5%bb%ba%e4%b8%8a%2c64%2c20230215%2c1.pdf,"地質, 地下水位, 疫情",
臺灣高等法院 臺中分院 111 年度建上更一字第 2 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/111%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c2%2c20220607%2c1.pdf,"颱風, 疫情",
臺灣高等法院 臺中分院 111 年度建上更二字第 31 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/111%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%ba%8c%2c31%2c20230517%2c1.pdf,"地貌, 風災, 風災, 颱風, 地震, 豪雨, 颱風, 地質, 地形",
臺灣高等法院 臺中分院 111 年度建上更二字第 70 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/111%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%ba%8c%2c70%2c20230606%2c1.pdf,"颱風, 地質",
臺灣高等法院 臺中分院 112 年度建上更二字第 17 號民事判決,https://judgment.judicial.gov.tw/FILES/TCHV/112%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%ba%8c%2c17%2c20230705%2c1.pdf,颱風,
臺灣高等法院 臺中分院 89 年度上字第 10 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c89%2c%e4%b8%8a%2c10%2c20011211%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+89+%e5%b9%b4%e5%ba%a6%e4%b8%8a%e5%ad%97%e7%ac%ac+10+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位",
臺灣高等法院 臺中分院 92 年度上字第 292 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c92%2c%e4%b8%8a%2c292%2c20041207%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+92+%e5%b9%b4%e5%ba%a6%e4%b8%8a%e5%ad%97%e7%ac%ac+292+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"戰爭, 地質, 豪雨",
臺灣高等法院 臺中分院 92 年度上字第 303 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c92%2c%e4%b8%8a%2c303%2c20040511%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+92+%e5%b9%b4%e5%ba%a6%e4%b8%8a%e5%ad%97%e7%ac%ac+303+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣高等法院 臺中分院 92 年度上易字第 272 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c92%2c%e4%b8%8a%e6%98%93%2c272%2c20031210%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+92+%e5%b9%b4%e5%ba%a6%e4%b8%8a%e6%98%93%e5%ad%97%e7%ac%ac+272+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"豪雨, 地震",
臺灣高等法院 臺中分院 92 年度營上字第 4 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c92%2c%e7%87%9f%e4%b8%8a%2c4%2c20040929%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+92+%e5%b9%b4%e5%ba%a6%e7%87%9f%e4%b8%8a%e5%ad%97%e7%ac%ac+4+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"豪雨, 地震",
臺灣高等法院 臺中分院 95 年度建上字第 27 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c95%2c%e5%bb%ba%e4%b8%8a%2c27%2c20071211%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+95+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+27+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地貌, 地形",
臺灣高等法院 臺中分院 96 年度建上字第 27 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c96%2c%e5%bb%ba%e4%b8%8a%2c27%2c20110413%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+27+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 臺中分院 96 年度建上字第 29 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c96%2c%e5%bb%ba%e4%b8%8a%2c29%2c20091013%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+29+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
臺灣高等法院 臺中分院 96 年度建上字第 46 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c96%2c%e5%bb%ba%e4%b8%8a%2c46%2c20090714%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+46+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位",
臺灣高等法院 臺中分院 96 年度建上字第 71 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c96%2c%e5%bb%ba%e4%b8%8a%2c71%2c20120229%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+71+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質",
臺灣高等法院 臺中分院 96 年度建上更(一)字第 74 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c96%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c74%2c20080618%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+74+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣高等法院 臺中分院 98 年度建上字第 70 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c98%2c%e5%bb%ba%e4%b8%8a%2c70%2c20101214%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+70+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣高等法院 臺中分院 98 年度建上字第 74 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c98%2c%e5%bb%ba%e4%b8%8a%2c74%2c20110601%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+74+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣高等法院 臺中分院 98 年度建上字第 98 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c98%2c%e5%bb%ba%e4%b8%8a%2c98%2c20100908%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+98+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣高等法院 臺中分院 98 年度建上更(一)字第 53 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c98%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c53%2c20100316%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+53+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
臺灣高等法院 臺中分院 99 年度建上字第 64 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c99%2c%e5%bb%ba%e4%b8%8a%2c64%2c20110622%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+64+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣高等法院 臺中分院 99 年度建上字第 7 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c99%2c%e5%bb%ba%e4%b8%8a%2c7%2c20100420%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+7+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"戰爭, 水災, 地震",
臺灣高等法院 臺中分院 99 年度建上易字第 32 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCHV%2c99%2c%e5%bb%ba%e4%b8%8a%e6%98%93%2c32%2c20110406%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e4%b8%ad%e5%88%86%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%98%93%e5%ad%97%e7%ac%ac+32+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 臺南分院 100 年度建上字第 2 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c2%2c20130604%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+2+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨, 淹水",
臺灣高等法院 臺南分院 100 年度建上字第 4 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c4%2c20120821%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+4+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 水災, 豪雨, 地震",
臺灣高等法院 臺南分院 100 年度建上字第 9 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c9%2c20120529%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+9+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 豪雨, 地形",
臺灣高等法院 臺南分院 101 年度建上字第 12 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c101%2c%e5%bb%ba%e4%b8%8a%2c12%2c20131217%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+12+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 地質, 水災, 地形",
臺灣高等法院 臺南分院 101 年度建上字第 13 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c101%2c%e5%bb%ba%e4%b8%8a%2c13%2c20130319%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+13+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"水災, 風災, 風災, 颱風",
臺灣高等法院 臺南分院 101 年度建上字第 16 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c101%2c%e5%bb%ba%e4%b8%8a%2c16%2c20131226%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+16+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 風災, 颱風, 豪雨",
臺灣高等法院 臺南分院 101 年度建上字第 6 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c101%2c%e5%bb%ba%e4%b8%8a%2c6%2c20130903%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+6+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 臺南分院 101 年度建上更(二)字第 4 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c101%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%2c4%2c20121011%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%e5%ad%97%e7%ac%ac+4+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 臺南分院 102 年度建上字第 25 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c102%2c%e5%bb%ba%e4%b8%8a%2c25%2c20150522%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+25+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 風災, 風災, 颱風, 地形",
臺灣高等法院 臺南分院 102 年度建上字第 26 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c102%2c%e5%bb%ba%e4%b8%8a%2c26%2c20150108%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+26+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地震, 水災, 豪雨, 淹水, 颱風, 天氣, 地質",
臺灣高等法院 臺南分院 102 年度建上更(三)字第 3 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c102%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%89)%2c3%2c20140401%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%89)%e5%ad%97%e7%ac%ac+3+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 臺南分院 102 年度重上字第 14 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c102%2c%e9%87%8d%e4%b8%8a%2c14%2c20130723%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+102+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e5%ad%97%e7%ac%ac+14+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 臺南分院 103 年度建上字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c103%2c%e5%bb%ba%e4%b8%8a%2c1%2c20151130%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
臺灣高等法院 臺南分院 103 年度建上易字第 7 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c103%2c%e5%bb%ba%e4%b8%8a%e6%98%93%2c7%2c20141230%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%98%93%e5%ad%97%e7%ac%ac+7+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 水災, 豪雨, 地震",
臺灣高等法院 臺南分院 103 年度建上更(一)字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c103%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c1%2c20150604%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨",
臺灣高等法院 臺南分院 103 年度建上更(一)字第 6 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c103%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c6%2c20161011%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+6+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 地質, 水災, 地形",
臺灣高等法院 臺南分院 103 年度建上更(一)字第 7 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c103%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c7%2c20150908%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+7+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨, 淹水",
